iter	Logloss
576	0.3569723206
577	0.3568653564
578	0.3567826538
579	0.3566938477
580	0.3565710449
581	0.3564665527
582	0.3563686523
583	0.3563104858
584	0.3561790161
585	0.3561283264
586	0.3560195923
587	0.3559485168
588	0.3558428955
589	0.3557271729
590	0.3556140747
591	0.355540741
592	0.3554361572
593	0.3552680664
594	0.3551906128
595	0.3550849609
596	0.3550136719
597	0.354934082
598	0.3548311462
599	0.3547389526
600	0.3546328125
601	0.3545517578
602	0.3544993286
603	0.3543546448
604	0.3542739868
605	0.3542047119
606	0.3541358337
607	0.3540544739
608	0.3539164734
609	0.3537955627
610	0.3536881714
611	0.353630249
612	0.353530426
613	0.3534622192
614	0.3533804321
615	0.3532705688
616	0.3531865234
617	0.3531593323
618	0.3530583496
619	0.352994812
620	0.3528756104
621	0.3528088684
622	0.3527593384
623	0.3526641846
624	0.3525259399
625	0.3524274902
626	0.352322937
627	0.3521843262
628	0.3520936279
629	0.3519613647
630	0.3519089966
631	0.3518232422
632	0.3517588501
633	0.3516895447
634	0.3516221924
635	0.3515187988
636	0.3513773193
637	0.3512947693
638	0.3512006226
639	0.3510984802
640	0.3510109253
641	0.3508699951
642	0.3507918091
643	0.3507052002
644	0.3506028137
645	0.3504431152
646	0.3503440552
647	0.3502890015
648	0.3501593018
649	0.3500409546
650	0.3499642639
651	0.3499362183
652	0.3497891235
653	0.3496916504
654	0.3496187134
655	0.3495547791
656	0.3493868103
657	0.3492583008
658	0.3491369324
659	0.3490229492
660	0.3488563843
661	0.3487384644
662	0.3486412964
663	0.3485668335
664	0.3484901733
665	0.3484337158
666	0.3483438721
667	0.348215271
668	0.3481607971
669	0.3480693359
670	0.3479626465
671	0.3478808594
672	0.3478039551
673	0.3476789551
674	0.3475119324
675	0.3474269409
676	0.3473197937
677	0.3472332764
678	0.3470649414
679	0.3469835815
680	0.3469164429
681	0.3468638916
682	0.3468381958
683	0.34675177
684	0.3466853638
685	0.3465325317
686	0.346453186
687	0.3463487549
688	0.3462368774
689	0.3461200256
690	0.3460560913
691	0.3459794922
692	0.3458702393
693	0.3457674561
694	0.3457061768
695	0.3456164551
696	0.3455505981
697	0.3454578857
698	0.3453379517
699	0.3452365417
700	0.3451297607
701	0.3450046692
702	0.3449079285
703	0.3448503418
704	0.3447570801
705	0.3446524048
706	0.3445839233
707	0.3444342041
708	0.3443835754
709	0.3442786255
710	0.3441912231
711	0.344072052
712	0.3439793701
713	0.3438890076
714	0.3437912598
715	0.3437094116
716	0.3436337891
717	0.3435444946
718	0.3434906921
719	0.3434091187
720	0.343340271
721	0.343289978
722	0.3432142029
723	0.3430978699
724	0.3429815674
725	0.3428901672
726	0.3428326416
727	0.342758728
728	0.3426508789
729	0.3425149841
730	0.3424190674
731	0.3423448486
732	0.3422606201
733	0.3422012024
734	0.3420767822
735	0.3420162048
736	0.3419731445
737	0.3419112549
738	0.3418125916
739	0.341766571
740	0.3417070923
741	0.3416290894
742	0.3415104065
743	0.3414071045
744	0.3412957764
745	0.3412279968
746	0.3410584717
747	0.3409358215
748	0.3408359985
749	0.3406848145
750	0.3405951538
751	0.3405168457
752	0.340414978
753	0.340377655
754	0.3402824097
755	0.3401508789
756	0.3400709229
757	0.3399515991
758	0.3397995605
759	0.3396932373
760	0.3396373901
761	0.3395521545
762	0.3394962769
763	0.3394165649
764	0.339345459
765	0.3392165222
766	0.3391043091
767	0.3390139771
768	0.3389197388
769	0.3388158875
770	0.3387576599
771	0.3386669312
772	0.3385816345
773	0.33845578
774	0.3383617249
775	0.3382926636
776	0.3381577148
777	0.3381038208
778	0.3380279541
779	0.3379283752
780	0.3378117065
781	0.3376909485
782	0.3376170654
783	0.3375311279
784	0.3374415588
785	0.3373561401
786	0.3372324829
787	0.3371612549
788	0.3370413818
789	0.3369227905
790	0.3368230286
791	0.3367659302
792	0.3367012939
793	0.3366135254
794	0.3365220947
795	0.3364599304
796	0.3363949585
797	0.336326416
798	0.3362901306
799	0.336190918
800	0.336120636
801	0.3360651855
802	0.3359475098
803	0.3358223877
804	0.3356994629
805	0.3355907898
806	0.3354672852
807	0.3353469238
808	0.3351892395
809	0.3350859985
810	0.3349733887
811	0.3348556519
812	0.3347089844
813	0.334628479
814	0.3345561218
815	0.3344793701
816	0.3343739624
817	0.3343023682
818	0.3342158508
819	0.3341174011
820	0.3340587769
821	0.3339994507
822	0.3339429626
823	0.3338585205
824	0.3337773438
825	0.3336941528
826	0.3336102905
827	0.3335343018
828	0.3334266968
829	0.33333078
830	0.3332206421
831	0.3331384888
832	0.3330828247
833	0.3330092773
834	0.3329198608
835	0.3328214417
836	0.3327391968
837	0.3326894226
838	0.3325757141
839	0.3324940186
840	0.3324358521
841	0.3323676147
842	0.3322743225
843	0.3322090454
844	0.3321338501
845	0.3320501709
846	0.3319785767
847	0.331933075
848	0.3318122864
849	0.3317564697
850	0.3316319885
851	0.3315410767
852	0.3314788208
853	0.3313631287
854	0.3312634888
855	0.3311933594
856	0.3310812988
857	0.3309761047
858	0.3308876648
859	0.3308135986
860	0.3307200012
861	0.3306477661
862	0.3305809021
863	0.330461853
864	0.330364624
865	0.3302564697
866	0.3301549072
867	0.3301139526
868	0.3300417175
869	0.3299647827
870	0.3299151611
871	0.3298510132
872	0.3297726746
873	0.3297080688
874	0.3296309509
875	0.3295716553
876	0.3295391235
877	0.3294633179
878	0.3293965759
879	0.3293477783
880	0.3292659912
881	0.3291754761
882	0.3290428772
883	0.3289573975
884	0.328892395
885	0.3287832642
886	0.3287207947
887	0.3286292725
888	0.3285447693
889	0.3284637146
890	0.328372345
891	0.3282814941
892	0.3281958008
893	0.3281116943
894	0.328088501
895	0.3280099182
896	0.3279779053
897	0.3279039001
898	0.3278447266
899	0.3277675781
900	0.3277187805
901	0.3276509705
902	0.3275518494
903	0.3274794922
904	0.3273886719
905	0.3273612366
906	0.3272963257
907	0.3272444458
908	0.327169281
909	0.3270855103
910	0.3269877014
911	0.3269286499
912	0.3268459778
913	0.3267639465
914	0.3266577454
915	0.3265816956
916	0.3264906006
917	0.3264013672
918	0.3263308716
919	0.3261912842
920	0.3261185913
921	0.3260293884
922	0.3259294434
923	0.3258607788
924	0.3257475891
925	0.3257131348
926	0.3256197815
927	0.3255775146
928	0.3255071106
929	0.325422699
930	0.3253163147
931	0.3252601624
932	0.3252153931
933	0.3251373596
934	0.3250623779
935	0.3250002747
936	0.3248992615
937	0.3248307495
938	0.3247195435
939	0.324692749
940	0.3246156921
941	0.3245905457
942	0.3245220947
943	0.3244255066
944	0.324314209
945	0.3242541504
946	0.3241594238
947	0.3240969849
948	0.3240562744
949	0.3239780273
950	0.3239551086
951	0.3238901978
952	0.3237954102
953	0.3237787476
954	0.3237279358
955	0.3236512451
956	0.3235960999
957	0.3235773315
958	0.3235065002
959	0.323372345
960	0.3233060303
961	0.3232440796
962	0.3231334534
963	0.3230470581
964	0.3229658203
965	0.322910553
966	0.3228032837
967	0.3227515259
968	0.3226869507
969	0.3225834961
970	0.3225188599
971	0.3224448853
972	0.3223717041
973	0.3222997742
974	0.3222300415
975	0.322121521
976	0.322050415
977	0.3220181885
978	0.3219231873
979	0.3217686768
980	0.3216990356
981	0.3215923157
982	0.3215447998
983	0.3214557495
984	0.3213907166
985	0.3213373718
986	0.3212656555
987	0.3212088928
988	0.3211408691
989	0.3210091553
990	0.3209272156
991	0.3208727417
992	0.32081604
993	0.3207483826
994	0.3206795654
995	0.3205470276
996	0.3204301758
997	0.3204076233
998	0.3203230591
999	0.3202453613
